Area_Name,Year,complaints_received,complaints_cases_registered,disciplinary_actions,dismissals,convictions_police,false_complaints,dept_enquiries,mag_enquiries,rape_victims_total,rape_upto_10,rape_10_14,rape_14_18,rape_18_30,rape_30_50,rape_above_50,property_stolen_value,property_recovered_value,murder_total,murder_above_50,auto_theft_stolen,auto_theft_recovered,fraud_1_10cr,fraud_10_25cr,fraud_25_50cr,fraud_50_100cr,fraud_above_100cr,trial_total,trial_confession,trial_regular,housing_available,sanctioned_strength,women_cases_reported,women_chargesheeted,women_convicted,women_acquitted,women_pending_investigation,women_pending_trial,women_false_cases,women_arrests_persons,women_arrests_convicted,women_arrests_chargesheeted,fraud_total,rape_below_18,custodial_deaths_total,property_recovery_rate
Andaman & Nicobar Islands,2001,10,10,73,2,0,0,4,0,6,0,0,6,0,0,0,6368954,2384358,26.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,54.0,0.0,423.0,73,79,0,7918,12,334,0,68,0,94,0.0,6,0,37.437199263803755
Andaman & Nicobar Islands,2002,13,13,92,3,2,0,0,0,4,0,0,2,2,0,0,3685442,1333518,34.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,4.0,449.0,59,46,8,7918,8,344,0,60,8,86,0.0,2,0,36.18339401352674
Andaman & Nicobar Islands,2003,9,9,40,0,0,1,0,0,4,2,0,2,0,0,0,6367300,2003574,42.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,4.0,445.0,49,36,6,7912,14,352,0,72,6,48,0.0,4,0,31.466618503918458
Andaman & Nicobar Islands,2004,1,15,47,3,0,0,0,1,20,0,2,14,2,2,0,10166636,6140866,30.0,4.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,4.0,445.0,59,34,16,7910,26,350,0,88,24,76,0.0,16,0,60.40214285236532
Andaman & Nicobar Islands,2005,167,19,28,0,0,138,55,3,8,0,0,4,4,0,0,523406562,8404966,30.0,2.0,12.0,12.0,1.0,1.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,445.0,49,28,2,7902,32,364,0,64,4,46,2.0,4,0,1.6058197604331907
Andaman & Nicobar Islands,2006,14,14,9,2,0,0,0,0,12,4,4,2,2,0,0,14161540,4433418,10.0,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,4.0,446.0,77,78,2,7904,16,426,0,98,2,126,0.0,10,0,31.306044399126083
Andaman & Nicobar Islands,2007,20,20,13,4,0,0,0,0,6,0,0,6,0,0,0,20692912,5254832,30.0,6.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,450.0,115,72,6,7906,44,476,0,157,12,100,0.0,6,0,25.394357256243104
Andaman & Nicobar Islands,2008,15,15,26,0,0,0,0,0,24,0,2,14,6,2,0,25229356,7756110,16.0,4.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,450.0,85,54,0,7902,36,278,0,85,0,85,0.0,16,0,30.74240182745846
Andaman & Nicobar Islands,2009,15,15,33,1,0,0,0,0,36,4,6,14,10,2,0,20657180,12162370,36.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,11.0,584.0,189,128,3,7916,89,660,1,250,3,216,0.0,24,0,58.87720395523493
Andaman & Nicobar Islands,2010,24,24,16,4,0,0,0,0,48,4,2,24,16,2,0,16010952,3755182,20.0,0.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,11.0,663.0,172,135,0,7900,97,786,0,247,0,223,0.0,30,0,23.45383335107119
Andhra Pradesh,2001,3229,3078,1506,47,3,109,160,2969,1742,114,276,508,656,160,28,952076632,372206806,5566.0,564.0,6230.0,2960.0,4.0,0.0,0.0,0.0,0.0,18128.0,114.0,18014.0,4311.0,9062.0,30559,25037,7542,21006,8310,36162,5973,41025,7322,36656,4.0,898,0,39.09420665205445
Andhra Pradesh,2002,311,159,1850,26,0,67,165,2,2004,70,134,70,1418,296,16,1100021962,433213162,5302.0,550.0,6900.0,3402.0,1.0,0.0,0.0,0.0,0.0,19664.0,4.0,19660.0,6492.0,9064.0,34493,27696,7568,19942,8376,39942,8513,48609,9849,42772,1.0,274,0,39.38222844318084
Andhra Pradesh,2003,941,140,1764,16,1,11,892,7,1892,66,270,430,858,254,14,1321368874,536982384,5828.0,562.0,9464.0,3944.0,4.0,2.0,3.0,0.0,0.0,17109.0,0.0,17109.0,0.0,7865.0,36056,27261,6244,21581,8915,42584,7788,56005,8546,54982,9.0,766,0,40.63834063038479
Andhra Pradesh,2004,646,649,1848,15,1,30,499,4,2032,110,290,326,1032,260,14,1552092256,565291852,5280.0,570.0,9482.0,4338.0,3.0,0.0,0.0,0.0,0.0,18951.0,0.0,18951.0,6442.0,9094.0,36623,27047,5531,22571,11692,44232,6226,55001,9825,51393,3.0,726,0,36.42127907118428
Andhra Pradesh,2005,7453,6271,2334,33,2,663,633,0,1870,64,212,354,980,248,12,1671609136,768048798,5856.0,626.0,10930.0,5340.0,1.0,0.0,0.0,0.0,0.0,17950.0,0.0,17950.0,3719.0,9173.0,38751,32893,7765,23343,10801,47755,8121,57441,11626,56121,1.0,630,0,45.94667386407488
Andhra Pradesh,2006,5896,5461,2857,34,3,202,315,0,2098,92,256,476,1072,182,20,1992049442,872205516,5880.0,784.0,10940.0,4402.0,0.0,0.0,0.0,0.0,0.0,19106.0,0.0,19106.0,3719.0,9381.0,41354,29975,5617,21854,15495,51361,6608,57398,9709,51551,0.0,824,0,43.78433073048194
Andhra Pradesh,2007,327,200,2018,45,1,27,209,10,2140,104,220,402,1144,256,14,1892290994,926585812,5700.0,546.0,12618.0,5694.0,4.0,0.0,0.0,0.0,0.0,19469.0,6.0,19463.0,6902.0,9718.0,48081,39732,6747,26282,14797,56849,7927,66316,10905,64372,4.0,726,0,48.96634898850023
Andhra Pradesh,2008,722,129,2839,59,2,20,639,1,2514,98,252,474,1320,348,22,2416237964,1120641762,5524.0,606.0,15696.0,7622.0,2.0,0.0,0.0,0.0,0.0,17276.0,0.0,17276.0,7383.0,10213.0,23050,17900,1990,15289,7311,30516,3966,32282,3341,31882,2.0,824,0,46.379610729433935
Andhra Pradesh,2009,789,128,2946,62,2,21,706,3,2376,82,334,416,1284,232,28,2798976784,1275636266,4950.0,550.0,16514.0,8554.0,2.0,0.0,0.0,0.0,0.0,17820.0,4.0,17816.0,12802.0,15635.0,50083,39654,4326,29259,16723,67237,6722,69698,7236,65067,2.0,832,0,45.5750927729024
Andhra Pradesh,2010,2321,112,950,1,0,5,320,0,2724,60,266,566,1498,304,30,3066109132,1450159336,5076.0,936.0,14844.0,10906.0,18.0,3.0,3.0,15.0,0.0,19917.0,22.0,19895.0,14534.0,17367.0,53076,45368,5478,30185,14609,75057,6546,73389,7902,75252,39.0,892,0,47.29640314707493
Arunachal Pradesh,2001,54,24,107,4,0,5,44,0,66,0,0,2,56,8,0,116966112,19305700,166.0,12.0,72.0,54.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,149.0,231.0,685.0,361,276,72,7914,98,1367,0,436,80,338,0.0,2,0,16.505378925478862
Arunachal Pradesh,2002,54,40,47,3,0,0,42,8,76,0,0,6,60,10,0,78967020,29572176,122.0,0.0,102.0,42.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,280.0,719.0,319,256,22,7910,80,1565,0,414,28,284,0.0,6,0,37.448767852706105
Arunachal Pradesh,2003,15,6,1,0,0,0,9,0,62,6,10,8,38,0,0,88178448,34302200,154.0,0.0,100.0,24.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,148.0,719.0,279,200,8,7894,98,1751,0,320,4,174,0.0,24,0,38.900888797679904
Arunachal Pradesh,2004,45,25,152,0,0,0,1,3,84,4,18,0,62,0,0,55977494,12274566,134.0,6.0,150.0,62.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,218.0,719.0,297,200,22,7898,142,1913,0,324,34,236,0.0,22,0,21.92768043528351
Arunachal Pradesh,2005,0,0,35,0,0,0,0,0,70,6,10,4,50,0,0,206906586,21300302,162.0,4.0,238.0,66.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,195.0,218.0,719.0,301,244,76,7948,110,1995,0,258,90,210,0.0,20,0,10.294646686597012
Arunachal Pradesh,2006,28,8,6,0,0,0,24,0,74,0,0,0,68,6,0,93986492,22231368,120.0,0.0,148.0,44.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,139.0,366.0,745.0,337,216,32,7936,172,2113,0,282,44,228,0.0,0,0,23.65379058939661
Arunachal Pradesh,2007,40,16,6,0,0,0,38,0,96,2,0,0,84,10,0,197423898,39244340,136.0,2.0,232.0,126.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,109.0,16.0,745.0,371,256,32,7924,176,2295,0,406,40,310,0.0,2,0,19.878211502034066
Arunachal Pradesh,2008,137,0,137,0,0,0,137,0,84,8,14,0,62,0,0,176143036,48392772,144.0,4.0,120.0,74.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,16.0,849.0,176,122,18,7903,83,1224,0,180,25,139,0.0,22,0,27.47356529042681
Arunachal Pradesh,2009,97,0,97,0,0,0,97,0,118,8,24,0,84,2,0,492181188,337764670,118.0,0.0,218.0,68.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,80.0,849.0,329,294,50,7930,134,2645,0,364,50,316,0.0,32,0,68.62608288068093
Arunachal Pradesh,2010,177,0,176,0,0,0,177,0,94,4,20,0,68,2,0,389155128,82366144,150.0,0.0,278.0,92.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,114.0,911.0,381,234,22,7910,214,2821,0,394,24,276,0.0,24,0,21.165375469496574
Assam,2001,52,17,144,5,0,1,52,3,1634,16,146,490,740,238,4,243204430,49978686,2712.0,156.0,876.0,298.0,0.0,0.0,0.0,0.0,0.0,8420.0,364.0,8056.0,0.0,6545.0,8310,4168,594,10457,9692,13766,619,10790,806,6145,0.0,652,0,20.55007221702335
Assam,2002,115,17,124,2,0,7,106,2,1940,0,0,6,1242,692,0,279955496,59425952,2506.0,50.0,1360.0,340.0,0.0,0.0,0.0,0.0,0.0,7155.0,212.0,6943.0,0.0,6539.0,10113,5984,630,10626,11024,16066,817,13364,773,8324,0.0,6,0,21.2269281543235
Assam,2003,8,15,99,0,0,2,14,2,2190,0,10,0,1654,520,6,365167728,103882588,2382.0,118.0,1512.0,264.0,0.0,0.0,0.0,0.0,0.0,8600.0,224.0,8376.0,1.0,6539.0,10532,6568,673,11508,10917,17673,1534,14885,1032,9852,0.0,10,0,28.44791038051424
Assam,2004,7,14,21,2,0,0,13,0,2342,14,0,0,1714,586,28,410248698,69643412,2428.0,144.0,1788.0,332.0,0.0,0.0,0.0,0.0,0.0,10197.0,394.0,9803.0,0.0,6539.0,11367,7022,837,12192,11342,18957,1234,16106,1350,11078,0.0,14,0,16.97590079859315
Assam,2005,20,28,22,4,0,0,37,0,2476,38,68,74,1694,572,30,452417672,106319880,2388.0,152.0,1914.0,534.0,0.0,0.0,0.0,0.0,0.0,9395.0,312.0,9083.0,0.0,6539.0,11975,7697,1039,12203,11856,20502,1020,17329,1506,11735,0.0,180,0,23.50038174459286
Assam,2006,19,11,1,0,0,0,19,0,2488,16,42,64,1784,578,4,1034754898,363879434,2414.0,166.0,2810.0,906.0,0.0,0.0,0.0,0.0,0.0,10159.0,403.0,9756.0,0.0,6539.0,13572,7908,1359,12631,13458,21673,1202,16703,1873,10707,0.0,122,0,35.16576096458352
Assam,2007,31,18,0,2,0,0,22,2,2874,0,0,80,1796,970,28,442711758,115670310,2748.0,194.0,3602.0,1194.0,0.0,0.0,0.0,0.0,0.0,10838.0,547.0,10291.0,0.0,6546.0,13685,8261,1625,13442,14664,22228,1630,17467,1666,11424,0.0,80,0,26.127679671882582
Assam,2008,7,12,53,1,0,0,0,2,2876,4,10,40,1698,1082,42,686974026,153790650,2852.0,110.0,3756.0,596.0,0.0,0.0,0.0,0.0,0.0,7993.0,395.0,7598.0,0.0,6546.0,8126,4740,422,10072,8359,12931,675,8455,971,5703,0.0,54,0,22.386676086644357
Assam,2009,54,9,46,2,0,2,52,0,3262,2,12,6,2460,754,28,1050928190,289626038,2646.0,80.0,3418.0,654.0,0.0,0.0,0.0,0.0,0.0,6605.0,355.0,6250.0,0.0,6546.0,19415,10605,1242,12425,19993,30157,1478,23526,1781,12806,0.0,20,0,27.559070234855916
Assam,2010,19,9,0,0,0,1,7,1,3442,2,18,58,2232,1112,20,848468678,208790724,2446.0,92.0,1200.0,332.0,0.0,0.0,0.0,0.0,0.0,6958.0,467.0,6491.0,0.0,6546.0,23109,12565,1039,13238,24002,35939,1759,25838,1654,14924,0.0,78,0,24.60794716572908
Bihar,2001,125,1,1385,33,0,12,3,15,1776,2,30,396,1124,224,0,845412440,95426372,7286.0,478.0,2272.0,500.0,0.0,0.0,0.0,0.0,0.0,27263.0,34.0,27229.0,6840.0,8986.0,9936,7827,1404,11117,5709,27437,776,23357,2712,19692,0.0,428,0,11.287552380942017
Bihar,2002,127,16,1467,22,0,35,14,16,2080,0,4,4,1610,462,0,508478800,94543044,7662.0,322.0,2296.0,536.0,0.0,0.0,0.0,0.0,0.0,23677.0,29.0,23648.0,7383.0,12705.0,10845,7773,1054,11319,6431,30618,825,23359,2196,21274,0.0,8,0,18.593310871564363
Bihar,2003,101,4,686,8,0,16,22,7,1970,2,2,2,1372,592,0,550650642,82445850,7544.0,410.0,2680.0,586.0,0.0,0.0,0.0,0.0,0.0,30605.0,0.0,30605.0,761.0,12481.0,11246,7580,1179,12390,7816,32075,722,20781,2484,17389,0.0,6,0,14.972442363919008
Bihar,2004,207,157,911,11,0,39,22,0,2780,0,6,0,2036,726,12,764875772,121574510,7896.0,376.0,4166.0,624.0,0.0,0.0,0.0,0.0,0.0,30463.0,10.0,30453.0,761.0,12583.0,15128,7396,986,12844,13190,33349,830,22652,1697,16480,0.0,6,0,15.894673939286443
Bihar,2005,45,13,858,7,0,5,0,10,2294,0,12,4,1744,534,0,617707982,101866814,6942.0,378.0,4268.0,452.0,0.0,0.0,0.0,0.0,0.0,31807.0,18.0,31789.0,10265.0,12620.0,11445,7899,1174,13232,14947,34600,744,20499,1915,16978,0.0,16,0,16.49109562582923
Bihar,2006,58,10,1073,10,0,0,0,1,2464,0,0,34,1912,500,18,566290254,90870554,6498.0,222.0,4046.0,624.0,0.0,0.0,0.0,0.0,0.0,37383.0,920.0,36463.0,10332.0,12787.0,12830,8418,1534,14032,16343,34816,1088,21810,3026,18002,0.0,34,0,16.046639220458843
Bihar,2007,2011,7,306,53,0,27,27,0,3110,18,56,158,2372,506,0,655665226,106441976,6162.0,332.0,4786.0,646.0,0.0,0.0,0.0,0.0,0.0,38173.0,0.0,38173.0,13085.0,15587.0,14385,11158,1419,14136,15582,37800,1852,27560,2608,21729,0.0,232,0,16.234195711333943
Bihar,2008,36,27,816,10,0,2,73,0,2604,0,22,160,2056,318,48,928785292,110742834,6278.0,228.0,5350.0,782.0,73.0,0.0,0.0,0.0,0.0,31892.0,2.0,31890.0,13443.0,15980.0,7682,4819,762,10557,7487,18250,1060,11434,1335,10134,73.0,182,0,11.92340522119293
Bihar,2009,40,38,673,9,0,0,79,0,1858,24,38,64,1530,202,0,1015446390,144947142,6358.0,286.0,7348.0,828.0,0.0,0.0,0.0,0.0,0.0,30458.0,0.0,30458.0,13688.0,16381.0,16676,9911,1461,14378,18202,41640,1897,26615,3369,21857,0.0,126,0,14.274228893560792
Bihar,2010,35,37,643,5,0,1,2,0,1590,16,34,178,1232,130,0,1095849336,149925670,6724.0,450.0,8542.0,800.0,0.0,0.0,0.0,0.0,0.0,31055.0,0.0,31055.0,13455.0,16093.0,16298,9765,1598,14297,20246,42794,1754,23743,2881,22520,0.0,228,0,13.681230172319966
Chandigarh,2001,52,6,131,11,0,42,1,0,38,0,16,8,8,6,0,99054218,42229224,30.0,8.0,988.0,400.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,249.0,0.0,503.0,315,187,56,7980,84,509,60,339,84,386,0.0,24,0,42.63243388585431
Chandigarh,2002,125,6,135,4,0,123,13,0,36,2,8,2,18,6,0,142767102,46058124,62.0,6.0,1234.0,460.0,1.0,0.0,0.0,0.0,0.0,267.0,0.0,267.0,0.0,504.0,397,257,58,7982,94,617,50,382,74,293,1.0,12,0,32.26102046954767
Chandigarh,2003,238,4,130,16,0,179,0,0,36,6,2,10,14,4,0,127444718,55902922,42.0,2.0,1132.0,572.0,2.0,0.0,1.0,0.0,0.0,231.0,0.0,231.0,0.0,504.0,341,180,46,7952,122,687,64,398,48,301,3.0,18,0,43.864447956171865
Chandigarh,2004,309,0,109,2,0,33,0,0,38,10,10,6,10,2,0,150135172,72431744,44.0,4.0,1348.0,436.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,270.0,0.0,504.0,396,283,29,8005,96,828,101,614,133,467,0.0,26,0,48.24435409445563
Chandigarh,2005,192,0,112,3,0,168,192,0,66,14,8,20,10,14,0,137765648,47599432,36.0,2.0,1158.0,402.0,2.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,504.0,437,278,24,7980,145,990,56,585,34,482,2.0,42,0,34.55101666563497
Chandigarh,2006,207,2,96,4,0,171,207,0,38,6,4,12,8,8,0,122534562,58345278,28.0,10.0,1058.0,350.0,4.0,0.0,0.0,0.0,0.0,325.0,0.0,325.0,0.0,504.0,485,260,47,8021,190,1077,85,697,60,518,4.0,22,0,47.61536422678852
Chandigarh,2007,172,3,84,4,0,105,172,0,44,6,6,4,22,6,0,199544414,60850420,40.0,2.0,1706.0,444.0,1.0,0.0,0.0,0.0,0.0,324.0,0.0,324.0,0.0,504.0,498,249,55,8030,273,1128,73,559,78,437,1.0,16,0,30.49467473441777
Chandigarh,2008,234,0,75,3,0,141,3,0,40,4,6,14,14,2,0,238674576,84044422,34.0,4.0,2188.0,488.0,3.0,0.0,0.0,0.0,0.0,432.0,0.0,432.0,0.0,504.0,183,90,22,7953,127,545,22,181,39,135,3.0,24,0,35.21297634985638
Chandigarh,2009,12,0,46,3,0,12,12,0,58,6,16,20,16,0,0,216198456,53679290,44.0,2.0,2234.0,550.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,350.0,0.0,707.0,339,121,86,8029,321,1033,105,301,138,262,0.0,42,0,24.828711080156836
Chandigarh,2010,357,0,54,1,0,124,0,0,62,8,16,8,30,0,0,240875118,104407826,44.0,8.0,1796.0,512.0,2.0,1.0,0.0,0.0,0.0,458.0,0.0,458.0,0.0,708.0,319,175,88,8139,235,868,142,263,114,230,3.0,32,0,43.3452101100787
Chhattisgarh,2001,2618,137,131,0,4,2008,748,5,1918,50,382,436,768,274,8,224484912,74663946,3314.0,410.0,1884.0,830.0,0.0,0.0,0.0,0.0,0.0,4890.0,1770.0,3120.0,514.0,1482.0,7967,7986,1214,9974,377,29836,58,10571,2195,10803,0.0,868,0,33.260117722299306
Chhattisgarh,2002,2053,19,151,15,0,1731,725,0,1984,52,262,50,1304,294,22,346017386,81243732,1688.0,212.0,2252.0,642.0,26.0,0.0,0.0,0.0,0.0,11316.0,4945.0,6371.0,797.0,1482.0,7071,7016,3277,12247,239,26887,70,10140,4675,9988,26.0,364,0,23.479667579478217
Chhattisgarh,2003,1819,28,51,3,1,1225,597,0,1796,54,194,124,752,662,10,293861020,84835608,1594.0,190.0,2262.0,780.0,0.0,0.0,0.0,0.0,0.0,5202.0,0.0,5202.0,601.0,2959.0,6689,6185,1414,9752,549,27076,72,9686,2090,9680,0.0,372,0,28.869296104668802
Chhattisgarh,2004,1517,29,99,11,14,1204,583,95,1938,28,122,466,852,452,18,405599024,134802308,1854.0,246.0,2632.0,1004.0,0.0,0.0,0.0,0.0,0.0,6167.0,336.0,5831.0,616.0,2523.0,7540,7517,1842,11204,332,26456,106,12034,3202,12196,0.0,616,0,33.235363012116125
Chhattisgarh,2005,1006,40,69,4,30,727,284,4,1980,30,224,510,784,400,32,568114164,288040082,2100.0,246.0,3238.0,1284.0,0.0,0.0,0.0,0.0,0.0,6319.0,2450.0,3869.0,710.0,3576.0,7226,6823,2149,11560,496,26536,26,10947,3324,10835,0.0,764,0,50.701091479915995
Chhattisgarh,2006,1444,28,124,22,1,1331,355,1,1990,56,208,632,674,366,54,699812956,159290104,2196.0,282.0,4286.0,1468.0,0.0,0.0,0.0,0.0,0.0,5694.0,2410.0,3284.0,492.0,4721.0,7528,7309,1770,10283,519,28917,28,11413,2977,11250,0.0,896,0,22.761811228884994
Chhattisgarh,2007,1965,6,118,16,6,1620,548,2,1964,64,234,438,1000,202,26,689333776,284604472,2194.0,454.0,3866.0,1432.0,0.0,0.0,0.0,0.0,0.0,5782.0,2183.0,3599.0,325.0,4817.0,7553,7249,1151,10689,604,31321,81,11599,2030,11417,0.0,736,0,41.286889154260734
Chhattisgarh,2008,1516,413,143,24,9,1000,703,1,1956,48,160,614,776,352,6,767499152,263445684,2338.0,304.0,4236.0,1210.0,0.0,0.0,0.0,0.0,0.0,6895.0,2200.0,4695.0,459.0,5206.0,3982,3778,673,9479,355,16541,30,5987,1054,5856,0.0,822,0,34.325208479188
Chhattisgarh,2009,1828,68,272,21,13,1598,1261,0,1952,160,454,174,920,226,18,829476020,288093712,2166.0,322.0,4376.0,1378.0,0.0,0.0,0.0,0.0,0.0,7185.0,2317.0,4868.0,0.0,5200.0,8020,7828,1338,11614,639,34651,123,12599,1724,12450,0.0,788,0,34.73201214424499
Chhattisgarh,2010,1863,29,362,23,17,1272,1104,0,2024,48,174,542,848,380,32,945928432,273408784,2130.0,290.0,4278.0,1206.0,0.0,0.0,0.0,0.0,0.0,8072.0,2417.0,5655.0,0.0,5200.0,8374,7817,1713,12463,901,35375,85,13089,2668,12896,0.0,764,0,28.90374945406018
Dadra & Nagar Haveli,2001,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,23209094,10628872,6.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,17.0,18.0,38,40,4,7898,14,126,0,48,4,50,0.0,6,0,45.79615214622337
Dadra & Nagar Haveli,2002,0,0,0,0,1,0,0,0,8,2,2,2,2,0,0,29862780,12167302,22.0,2.0,74.0,40.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,138.0,16.0,16.0,30,32,4,7930,8,114,2,38,4,50,0.0,6,0,40.74403655654296
Dadra & Nagar Haveli,2003,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,148233812,13818284,22.0,4.0,30.0,18.0,3.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,1.0,16.0,24,14,4,7904,14,110,2,40,10,28,3.0,0,0,9.321951458686092
Dadra & Nagar Haveli,2004,1,1,0,0,0,0,1,0,14,0,0,0,12,2,0,1237503284,14482892,22.0,2.0,48.0,28.0,5.0,0.0,0.0,1.0,0.0,81.0,0.0,81.0,20.0,19.0,44,36,0,7926,22,108,0,64,0,58,6.0,0,0,1.170331601317997
Dadra & Nagar Haveli,2005,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,48997050,31921250,14.0,4.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,20.0,19.0,50,36,0,7938,26,98,8,70,0,66,0.0,0,0,65.14933041887215
Dadra & Nagar Haveli,2006,0,0,0,0,0,0,0,0,12,4,2,4,2,0,0,140977120,19887820,18.0,2.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,20.0,19.0,66,44,4,7908,34,120,8,50,6,62,0.0,10,0,14.10712603577091
Dadra & Nagar Haveli,2007,0,0,0,0,0,0,0,0,14,2,4,8,0,0,0,136953246,77849620,20.0,0.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,86.0,20.0,20.0,36,28,2,7914,30,122,2,36,2,34,0.0,14,0,56.84393928129312
Dadra & Nagar Haveli,2008,0,0,0,0,0,0,0,0,12,0,2,4,6,0,0,75710080,15656160,18.0,6.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,69.0,20.0,20.0,27,22,0,7904,17,70,0,42,0,34,0.0,6,0,20.679095835059215
Dadra & Nagar Haveli,2009,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,106097246,20356816,20.0,2.0,46.0,10.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,17.0,19.0,45,34,6,7898,38,163,2,39,8,59,0.0,4,0,19.18694100693245
Dadra & Nagar Haveli,2010,0,0,0,0,0,0,0,0,6,2,2,2,0,0,0,59511856,8375182,12.0,0.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,17.0,30.0,66,33,12,7898,58,175,6,84,16,54,0.0,6,0,14.073131915092683
Daman & Diu,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28302316,4646988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,13,0,7902,4,21,0,57,0,65,0.0,0,0,16.419108598745062
Daman & Diu,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32823954,10695272,16.0,0.0,72.0,38.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,27.0,16,7,0,7898,4,20,0,18,0,14,0.0,0,0,32.58374052071849
Daman & Diu,2003,0,0,0,0,0,0,0,0,10,4,0,6,0,0,0,36348450,15517358,12.0,6.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,1.0,27.0,20,10,0,7894,8,26,0,20,5,16,0.0,10,0,42.69056314643403
Daman & Diu,2004,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,9945650,1607200,6.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,1.0,25.0,16,15,0,7896,6,36,0,25,0,29,0.0,2,0,16.15982866881501
Daman & Diu,2005,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,16971192,2313686,10.0,0.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,28.0,23,15,0,7898,8,45,0,30,0,32,0.0,2,0,13.633020002366363
Daman & Diu,2006,1,0,0,0,0,0,1,0,6,2,0,0,4,0,0,38602160,6067680,14.0,0.0,66.0,14.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,27.0,22,17,2,7900,8,50,0,51,6,47,0.0,2,0,15.718498653961333
Daman & Diu,2007,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,64208530,12245500,24.0,8.0,56.0,14.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,27.0,23,14,2,7896,11,56,0,86,2,60,1.0,0,0,19.071453590356295
Daman & Diu,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93195010,8460800,4.0,0.0,66.0,28.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,27.0,13,5,0,7899,6,26,0,21,0,21,0.0,0,0,9.078597663115225
Daman & Diu,2009,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,26824184,9042680,10.0,0.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,27.0,31,12,0,7899,23,59,0,49,0,23,0.0,2,0,33.71092294923119
Daman & Diu,2010,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,28032804,10938170,10.0,0.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,27.0,32,17,0,7901,26,65,0,60,0,49,0.0,2,0,39.019179101740946
